Store,Dept,Date,Weekly_Sales,IsHoliday
39,67,2012-09-28,11160.84,False
14,98,2011-05-27,16513.48,False
21,1,2012-07-27,10630.35,False
17,4,2012-07-13,27421.67,False
32,36,2012-10-26,1959.04,False
37,25,2011-03-25,39.5,False
12,92,2011-11-18,27059.28,False
29,90,2010-07-23,9997.85,False
7,79,2010-02-26,5184.07,False
10,25,2012-03-23,23742.22,False
1,31,2010-06-25,1390.5,False
9,49,2012-03-16,14.85,False
3,81,2012-01-13,1545.59,False
6,19,2012-07-06,3191.24,False
35,51,2011-05-20,4.23,False
37,12,2011-08-26,277.15,False
36,67,2012-04-13,592.46,False
39,81,2010-03-19,17543.81,False
11,21,2011-07-29,6175.04,False
21,11,2012-10-19,9922.51,False
16,41,2010-06-18,1298.82,False
6,25,2011-11-25,12947.94,True
21,12,2011-12-16,2537.55,False
35,16,2011-04-29,8390.24,False
38,32,2012-04-27,49.0,False
42,82,2011-02-18,8110.1,False
19,98,2011-08-05,12199.27,False
24,90,2010-03-05,73524.48,False
20,59,2010-12-24,31462.44,False
23,71,2011-01-28,9945.11,False
26,5,2011-06-24,12440.15,False
18,87,2011-11-18,17853.64,False
14,49,2011-07-22,12274.71,False
45,6,2011-04-08,2726.42,False
1,55,2012-01-20,9248.23,False
27,41,2011-08-12,1817.5,False
24,26,2010-11-05,8094.69,False
27,52,2011-08-26,2192.64,False
26,18,2012-02-24,460.9,False
17,87,2012-03-16,12775.25,False
15,10,2011-10-14,12257.2,False
1,22,2012-03-23,6592.15,False
10,13,2011-04-15,60084.48,False
31,40,2011-06-03,52843.95,False
33,93,2011-03-11,25948.21,False
35,35,2011-04-08,4088.12,False
41,95,2011-09-16,87327.19,False
9,30,2012-10-05,1378.54,False
9,85,2011-06-10,806.37,False
23,92,2010-08-20,43173.52,False
5,82,2010-08-13,3264.35,False
40,94,2011-03-18,37559.15,False
40,67,2010-07-09,5597.77,False
10,49,2012-05-04,17512.46,False
33,3,2010-11-26,166.97,True
16,42,2012-04-27,4623.14,False
15,46,2010-09-10,10971.0,True
5,23,2012-03-16,6227.92,False
33,46,2011-10-07,2080.14,False
5,14,2012-02-03,3753.57,False
22,14,2011-12-30,22305.24,True
12,90,2011-11-18,12943.69,False
32,95,2010-03-12,81452.35,False
25,45,2010-10-08,25.44,False
19,1,2012-04-06,86840.87,False
18,23,2010-10-22,42763.06,False
12,28,2010-02-26,1200.28,False
34,7,2011-10-07,13253.58,False
13,90,2010-05-28,100811.95,False
8,28,2010-07-09,197.12,False
40,56,2011-12-16,2771.09,False
40,10,2010-06-25,19724.47,False
14,50,2011-07-01,1873.0,False
8,74,2010-12-03,7842.72,False
4,52,2011-06-10,2098.61,False
21,87,2010-12-10,7646.49,False
43,9,2010-05-07,91.56,False
45,33,2012-05-11,4510.88,False
32,33,2010-06-25,2553.75,False
18,91,2010-02-12,10237.65,True
38,49,2012-06-29,16.88,False
24,1,2011-11-25,16787.79,True
24,49,2011-08-05,5616.12,False
25,7,2012-01-27,9670.14,False
2,92,2012-10-26,169784.13,False
19,41,2011-11-04,4318.0,False
40,27,2011-11-25,1610.92,True
5,60,2012-10-05,243.0,False
17,3,2010-09-17,28606.62,False
4,81,2012-04-20,33637.71,False
14,4,2012-05-11,51950.91,False
17,87,2010-05-07,9249.23,False
3,91,2011-12-16,191.1,False
28,34,2010-10-08,16585.5,False
25,3,2012-01-13,12991.41,False
9,2,2011-09-23,24246.91,False
11,28,2010-11-12,1056.1,False
15,23,2011-02-25,16407.17,False
39,28,2010-08-27,438.89,False
37,42,2010-03-05,101.4,False
41,22,2010-07-23,9793.47,False
20,31,2010-06-04,3089.34,False
38,85,2010-04-02,131.12,False
25,26,2012-04-27,3817.02,False
40,1,2012-04-20,11631.53,False
3,36,2011-06-10,1906.0,False
3,55,2012-10-19,6086.5,False
27,41,2011-01-07,1069.25,False
6,30,2012-07-13,5107.98,False
19,20,2012-09-14,5459.3,False
13,38,2012-02-03,104838.11,False
20,79,2011-08-19,36761.34,False
18,31,2012-07-13,1927.6,False
32,67,2012-06-22,11368.02,False
3,12,2010-08-20,2303.57,False
17,67,2011-04-29,8104.24,False
29,28,2010-10-01,677.1,False
40,30,2011-06-24,3159.56,False
18,32,2012-05-11,9537.39,False
5,97,2011-07-22,790.4,False
34,98,2011-07-08,8264.21,False
20,14,2010-11-26,60666.1,True
22,81,2012-08-31,11706.03,False
44,93,2011-02-18,10084.9,False
36,80,2011-07-22,20420.93,False
43,6,2010-04-16,69.83,False
8,22,2012-04-13,4835.9,False
18,17,2010-06-04,15632.92,False
21,25,2010-12-31,14592.44,True
39,59,2012-10-26,204.82,False
6,74,2012-10-12,18743.37,False
38,87,2010-05-14,161.6,False
27,16,2010-10-29,6205.46,False
7,29,2011-07-08,1907.5,False
44,83,2011-03-25,950.15,False
8,9,2010-09-17,11972.71,False
8,92,2011-11-25,88620.46,True
3,72,2012-08-31,26944.26,False
11,81,2011-06-24,11954.48,False
29,52,2012-02-10,1060.12,True
42,85,2010-03-26,151.43,False
7,95,2010-07-23,36238.42,False
9,95,2010-10-01,25200.11,False
17,8,2012-10-19,22170.77,False
8,74,2010-11-12,7798.81,False
16,11,2011-06-10,13218.55,False
6,2,2012-03-02,55523.05,False
17,95,2011-03-25,42690.12,False
34,51,2011-02-18,34.36,False
4,20,2010-07-09,9102.37,False
10,33,2010-10-15,10439.21,False
43,97,2011-09-23,18498.12,False
25,37,2011-03-18,2973.5,False
11,9,2012-10-05,17474.23,False
16,32,2011-12-23,16301.0,False
4,79,2010-09-17,51234.96,False
30,16,2011-11-11,1016.92,False
12,45,2010-07-30,53.86,False
41,51,2010-08-27,29.76,False
45,71,2012-07-27,4970.23,False
11,6,2010-05-21,8471.66,False
7,25,2011-01-21,4210.61,False
4,34,2010-04-09,22278.0,False
10,14,2011-06-03,33854.53,False
31,10,2012-04-27,17955.14,False
12,54,2011-01-21,31.8,False
40,81,2010-06-25,19174.27,False
31,49,2011-05-27,9243.1,False
18,27,2010-09-17,2516.02,False
36,96,2011-12-09,11920.9,False
19,54,2012-01-27,50.04,False
22,46,2011-06-17,23347.89,False
33,32,2012-10-12,14.0,False
24,11,2012-06-29,24667.7,False
24,50,2011-03-11,1216.5,False
32,95,2010-12-10,81548.95,False
34,38,2010-02-19,51352.42,False
6,21,2011-11-04,7997.68,False
36,98,2012-08-31,4417.7,False
25,8,2011-06-10,31305.82,False
19,41,2011-10-28,3996.25,False
25,72,2011-04-22,40190.88,False
33,16,2012-08-24,196.34,False
21,4,2011-09-30,16365.1,False
40,23,2010-06-25,15953.19,False
20,24,2011-12-23,19450.74,False
10,49,2010-06-11,16322.54,False
20,87,2010-05-21,29200.87,False
43,40,2011-01-28,18567.09,False
44,52,2011-03-18,22.54,False
7,81,2011-06-10,6446.35,False
28,2,2010-08-13,59202.87,False
19,49,2011-04-15,5381.05,False
24,11,2010-08-27,13622.88,False
30,4,2011-06-17,11832.48,False
44,85,2011-11-25,101.47,True
42,42,2011-10-07,135.86,False
42,4,2010-12-17,14162.48,False
41,79,2011-02-04,21026.13,False
3,96,2010-10-29,4289.78,False
23,31,2012-09-07,4947.13,True
40,48,2010-12-31,287.0,True
10,92,2011-04-08,50978.43,False
41,28,2010-08-20,260.45,False
10,41,2010-02-19,3329.42,False
42,93,2010-12-31,23738.08,True
2,16,2010-11-19,7492.7,False
13,28,2011-05-13,1281.92,False
10,79,2010-12-17,44850.23,False
38,90,2012-04-27,35464.84,False
8,36,2010-07-16,601.0,False
22,47,2012-06-22,78.0,False
42,95,2010-09-24,55834.64,False
37,82,2012-03-30,6090.31,False
10,38,2011-04-29,86499.42,False
18,14,2011-01-28,16787.68,False
39,1,2010-05-21,14078.9,False
12,4,2010-10-15,24570.75,False
23,95,2011-10-28,51786.29,False
40,95,2012-05-18,63509.45,False
25,72,2012-06-01,27390.41,False
18,82,2010-12-17,40598.61,False
7,80,2012-07-06,740.08,False
32,17,2010-08-27,11378.24,False
27,96,2011-02-04,16789.04,False
43,52,2012-06-15,19.74,False
34,30,2010-12-17,1903.84,False
17,58,2010-02-05,1733.0,False
10,12,2012-04-06,10506.02,False
44,6,2012-08-03,9.88,False
36,26,2010-05-21,138.76,False
22,51,2010-10-15,38.78,False
15,40,2012-06-15,28074.25,False
14,79,2011-09-02,28668.05,False
14,14,2011-06-03,18798.39,False
29,74,2010-12-10,5720.89,False
11,18,2011-04-29,14342.4,False
8,79,2012-01-20,19774.61,False
32,56,2011-05-13,28716.04,False
8,17,2010-09-03,7836.78,False
16,12,2010-03-05,2983.01,False
33,14,2012-09-21,902.09,False
36,20,2010-12-17,39.76,False
24,80,2011-05-20,26679.89,False
41,44,2011-12-09,7284.77,False
7,2,2012-07-27,28056.8,False
33,14,2010-08-13,1036.17,False
27,28,2012-05-18,916.9,False
12,25,2011-07-29,18663.87,False
16,32,2011-11-04,2996.29,False
17,98,2011-11-11,75.61,False
13,11,2010-03-12,19691.48,False
18,90,2010-10-15,15223.21,False
6,21,2010-11-05,8939.45,False
9,91,2012-05-25,1149.25,False
19,71,2012-08-31,10196.03,False
39,16,2010-06-25,29913.8,False
20,26,2012-02-17,14397.03,False
26,56,2012-04-13,4557.49,False
24,24,2011-05-06,4451.28,False
28,25,2012-02-17,16846.4,False
30,93,2011-01-14,25937.48,False
14,74,2012-01-06,32293.82,False
28,47,2012-02-10,34.0,True
37,81,2011-05-20,10975.63,False
37,42,2012-09-14,109.38,False
35,29,2012-01-06,6443.71,False
24,31,2010-07-30,3401.84,False
22,1,2010-08-20,12362.87,False
32,94,2012-05-11,49936.97,False
37,42,2010-09-24,88.3,False
43,25,2010-07-23,49.5,False
28,17,2010-02-12,14879.7,True
26,1,2012-09-21,17573.75,False
35,59,2010-03-05,701.26,False
32,36,2012-08-17,716.88,False
22,3,2011-04-29,7128.64,False
15,34,2012-03-09,11354.21,False
42,12,2011-07-01,88.14,False
16,72,2012-02-17,33475.04,False
7,13,2010-03-26,14069.03,False
6,1,2012-05-25,19755.0,False
24,60,2011-06-10,114.4,False
39,49,2012-03-02,10255.19,False
18,14,2010-07-16,22210.63,False
13,72,2012-02-24,95614.3,False
6,20,2011-02-25,7014.11,False
20,49,2010-06-18,21878.21,False
32,96,2010-08-27,2778.36,False
15,9,2012-09-14,12780.05,False
2,72,2010-11-19,58571.27,False
2,91,2010-03-26,75022.34,False
3,16,2010-02-26,6322.12,False
30,25,2012-06-01,42.12,False
8,80,2011-01-07,9251.06,False
7,9,2011-03-04,12585.66,False
5,97,2011-03-11,543.22,False
34,36,2010-12-24,2496.0,False
29,33,2011-03-11,2792.76,False
35,32,2010-12-17,18162.16,False
34,59,2012-01-27,287.26,False
3,74,2010-07-23,3660.93,False
41,92,2011-07-29,98999.45,False
3,36,2011-09-09,408.7,True
26,5,2012-09-28,15469.18,False
8,12,2012-10-12,6128.96,False
40,67,2010-04-23,4946.14,False
23,8,2011-06-24,37347.87,False
35,91,2011-11-11,4358.01,False
21,3,2011-06-10,9179.45,False
15,12,2010-02-26,3186.82,False
23,25,2011-08-12,13815.69,False
34,1,2012-08-10,15927.12,False
23,96,2012-03-16,12325.26,False
25,97,2011-03-18,2147.77,False
7,72,2012-06-15,39307.88,False
4,60,2011-08-26,396.0,False
20,95,2012-03-23,138870.15,False
20,4,2010-07-02,58205.77,False
38,79,2011-03-25,8221.79,False
31,55,2011-11-18,12352.6,False
31,82,2012-05-25,22841.04,False
3,35,2010-03-19,2075.0,False
11,79,2010-05-21,29277.69,False
43,21,2010-12-24,1415.15,False
18,3,2011-01-21,16689.33,False
7,83,2010-07-09,199.22,False
13,12,2010-05-28,8591.21,False
41,41,2010-02-12,484.16,True
37,81,2012-03-16,10231.63,False
14,12,2012-05-04,6025.43,False
13,28,2010-08-20,822.12,False
8,80,2010-07-16,8663.43,False
38,74,2010-02-12,651.82,True
10,48,2011-03-25,1408.0,False
25,8,2012-02-03,29620.75,False
30,87,2010-09-03,239.92,False
36,95,2011-08-12,44609.41,False
29,80,2012-08-31,-12.94,False
39,29,2011-06-10,5974.36,False
44,42,2010-11-19,50.84,False
41,74,2012-05-25,19028.75,False
1,11,2011-01-28,20041.24,False
2,71,2011-05-06,3973.89,False
29,36,2011-12-23,2178.41,False
11,98,2010-10-22,10789.58,False
6,35,2012-08-24,2784.23,False
27,28,2012-07-20,453.45,False
9,23,2012-06-29,11607.61,False
9,14,2011-07-08,5208.68,False
24,13,2011-10-07,34514.89,False
12,83,2011-07-08,228.92,False
17,29,2010-08-06,2631.27,False
45,17,2011-01-07,9954.85,False
36,56,2010-11-26,507.5,True
30,81,2012-04-06,10831.05,False
18,74,2012-04-27,20240.26,False
12,3,2011-06-24,8939.95,False
15,13,2012-07-13,18604.49,False
30,56,2011-08-26,20.0,False
43,83,2011-08-26,3852.63,False
1,74,2010-09-03,11691.33,False
17,26,2012-08-03,6166.99,False
21,93,2011-08-26,560.92,False
32,3,2012-06-01,10640.52,False
14,13,2011-06-03,55484.12,False
5,74,2011-12-23,4520.32,False
37,31,2010-07-23,596.92,False
18,59,2011-05-06,274.75,False
19,3,2010-02-05,18215.03,False
45,90,2011-02-11,23954.34,True
38,97,2012-02-24,9849.41,False
13,42,2010-09-10,8486.98,True
8,74,2012-07-27,9999.88,False
12,9,2012-04-27,23736.52,False
32,92,2011-02-11,105217.76,True
44,59,2011-09-16,79.44,False
29,12,2011-02-04,1414.69,False
7,91,2012-01-06,20047.53,False
44,46,2011-12-23,6634.4,False
40,58,2010-12-17,3283.0,False
12,34,2012-04-27,29714.74,False
35,80,2011-08-26,70.41,False
11,20,2010-04-30,7771.63,False
7,5,2012-08-17,9816.58,False
14,74,2012-02-10,27259.77,True
17,40,2011-07-22,45739.47,False
26,17,2012-05-18,7606.6,False
2,49,2011-10-28,13268.4,False
31,16,2012-08-03,8897.05,False
33,16,2012-01-13,459.21,False
29,71,2011-09-30,2540.49,False
12,93,2011-08-26,668.98,False
34,92,2010-08-27,56840.91,False
37,14,2012-09-28,1425.66,False
45,94,2011-11-04,3160.91,False
13,16,2010-04-02,19275.64,False
4,16,2011-06-03,44967.61,False
11,13,2011-02-18,46790.77,False
27,17,2010-05-21,18592.64,False
20,11,2012-05-18,18279.09,False
7,90,2011-01-14,17387.43,False
29,98,2010-07-09,121.84,False
45,24,2011-09-23,5736.23,False
21,30,2010-10-01,4111.16,False
27,5,2011-04-15,28034.95,False
22,17,2012-07-27,11376.41,False
24,97,2012-05-11,21128.77,False
20,12,2012-01-20,4316.83,False
10,17,2011-05-13,24606.0,False
7,42,2010-06-25,6957.32,False
32,29,2011-08-12,2835.0,False
5,8,2010-12-03,14169.46,False
30,5,2010-08-13,567.52,False
24,8,2010-06-18,47324.63,False
9,55,2010-09-03,5960.76,False
25,72,2012-04-27,36947.01,False
27,12,2010-12-17,2695.59,False
32,27,2010-12-17,2662.98,False
14,87,2011-07-15,16997.74,False
14,74,2011-07-15,24553.4,False
18,29,2012-10-05,10704.17,False
20,91,2010-10-29,66406.06,False
19,42,2011-08-12,6417.78,False
28,33,2011-02-25,7841.56,False
11,38,2010-12-17,76756.97,False
19,56,2012-01-27,504.19,False
26,52,2011-06-17,1354.63,False
1,45,2010-02-12,34.47,True
1,67,2011-03-11,5449.91,False
32,97,2010-10-08,18163.66,False
25,40,2012-10-19,41693.07,False
42,1,2011-03-18,9568.66,False
43,38,2012-09-07,61015.87,True
37,96,2012-01-13,19890.05,False
13,17,2010-08-13,19024.65,False
4,59,2012-04-13,655.98,False
21,30,2012-03-09,5284.32,False
45,72,2012-09-14,25455.57,False
33,94,2011-02-25,27441.71,False
8,40,2012-06-15,35630.85,False
34,74,2012-05-18,7191.25,False
39,13,2011-11-11,56825.41,False
27,94,2010-06-18,76839.67,False
26,81,2010-04-02,17323.89,False
25,7,2011-08-19,12687.54,False
21,22,2012-08-24,7246.37,False
21,2,2010-05-28,48613.02,False
39,91,2011-03-11,56985.25,False
20,74,2011-12-30,28125.38,True
29,85,2012-08-17,1629.03,False
35,54,2011-11-25,99.16,True
38,5,2011-04-22,455.64,False
22,17,2011-09-16,13251.87,False
14,30,2010-06-18,9561.21,False
24,49,2012-07-27,5404.9,False
15,55,2010-07-30,5900.75,False
28,59,2011-05-27,158.94,False
7,16,2012-08-03,19140.54,False
35,35,2012-02-17,2136.96,False
7,54,2010-07-16,117.0,False
29,19,2010-12-31,34.0,True
18,51,2010-06-18,1.96,False
33,83,2011-09-02,2242.93,False
43,13,2011-02-04,17877.94,False
34,98,2012-06-22,7391.68,False
18,32,2010-02-12,12643.5,True
19,74,2010-11-12,17455.08,False
42,85,2011-03-11,75.15,False
39,45,2011-11-11,22.94,False
29,9,2011-02-04,5874.5,False
40,4,2012-08-31,27586.26,False
21,7,2011-05-06,17655.7,False
8,83,2010-08-06,2720.07,False
12,27,2012-04-13,1965.53,False
8,49,2011-02-04,1787.53,False
38,92,2012-06-15,45694.82,False
20,14,2010-04-09,21460.13,False
22,33,2012-10-12,8301.0,False
3,7,2011-03-11,6762.47,False
19,9,2011-01-28,12147.76,False
42,67,2010-05-07,2645.76,False
11,20,2012-05-04,11420.41,False
14,54,2010-03-19,175.0,False
13,71,2010-03-12,12404.0,False
33,98,2012-02-17,7935.59,False
28,30,2012-03-23,3692.46,False
6,37,2011-09-16,3890.34,False
2,72,2010-06-25,57890.49,False
8,81,2012-07-27,11486.97,False
20,3,2010-09-24,10745.27,False
32,34,2011-09-16,11982.09,False
2,41,2011-05-20,1576.5,False
44,81,2011-10-07,7505.54,False
35,90,2011-02-18,12258.78,False
27,27,2011-10-28,2566.19,False
16,11,2011-05-06,8239.28,False
10,49,2011-02-11,23420.31,True
9,44,2010-05-14,2452.77,False
40,83,2012-10-05,2781.08,False
22,59,2010-11-19,1874.16,False
22,11,2011-12-02,15127.49,False
25,46,2011-04-15,17430.09,False
23,80,2012-06-08,1452.31,False
22,59,2012-08-10,142.11,False
10,44,2010-05-28,7345.76,False
1,22,2012-06-22,7233.96,False
12,30,2012-10-19,4480.37,False
30,60,2010-12-03,721.6,False
39,79,2011-09-23,39267.42,False
34,27,2010-10-15,630.36,False
34,80,2010-02-05,10714.78,False
31,5,2011-07-08,15217.0,False
9,92,2012-09-14,18600.46,False
13,6,2010-10-22,4636.86,False
20,59,2011-01-07,1947.19,False
18,4,2011-06-03,29620.1,False
12,3,2012-08-24,87706.87,False
15,13,2012-06-29,20064.67,False
39,31,2012-04-27,1514.27,False
16,9,2011-06-24,36099.86,False
27,60,2012-06-15,99.0,False
26,46,2010-09-24,8824.82,False
32,87,2011-02-25,5805.89,False
35,55,2012-08-17,5437.95,False
1,28,2012-03-23,457.22,False
8,10,2010-05-14,19237.04,False
22,28,2012-01-27,739.62,False
8,13,2012-03-23,24955.02,False
24,37,2011-07-08,2897.4,False
45,7,2010-12-03,51212.64,False
9,98,2011-11-18,42.0,False
4,67,2012-01-20,10651.42,False
21,7,2012-07-20,18123.64,False
6,16,2010-02-19,18668.96,False
18,55,2011-11-25,41175.57,True
15,42,2010-03-12,3773.32,False
7,36,2011-08-12,1932.79,False
20,42,2011-01-21,6285.66,False
28,38,2012-09-28,48095.88,False
15,9,2011-02-11,7142.64,True
26,18,2010-08-27,90.0,False
29,10,2012-04-13,8633.65,False
3,46,2012-02-24,6372.31,False
29,97,2012-04-27,1891.72,False
13,21,2012-10-12,8348.91,False
31,27,2010-03-05,1514.0,False
19,24,2012-01-27,2734.02,False
26,83,2010-06-25,4412.29,False
3,34,2011-04-01,3407.74,False
21,14,2010-03-26,14319.99,False
32,22,2011-05-06,9650.5,False
4,22,2011-05-06,14667.74,False
25,34,2010-08-27,9780.19,False
20,10,2011-04-15,38302.28,False
19,72,2012-10-19,65738.89,False
41,80,2011-06-17,19002.95,False
39,33,2012-03-16,6790.16,False
41,36,2012-06-01,3064.0,False
26,87,2012-08-17,26057.78,False
37,93,2012-09-28,24193.72,False
24,27,2012-08-31,1849.96,False
27,96,2012-10-12,16906.95,False
23,95,2010-07-02,78304.57,False
39,46,2010-04-16,29287.66,False
29,51,2010-07-09,23.22,False
28,41,2012-08-10,717.92,False
44,12,2011-05-13,50.71,False
28,60,2010-05-07,1117.6,False
2,71,2012-08-10,4532.84,False
2,44,2011-07-15,6335.79,False
23,74,2012-10-12,40590.56,False
21,97,2010-08-20,3194.49,False
45,34,2011-11-11,14211.74,False
5,44,2012-01-20,1195.47,False
8,10,2010-08-27,18160.98,False
12,20,2012-07-06,8335.15,False
31,17,2012-09-14,6789.05,False
33,79,2010-09-24,9506.65,False
39,25,2012-05-04,9013.1,False
41,44,2012-04-27,3457.24,False
34,40,2010-05-14,36963.77,False
39,13,2012-04-27,55321.63,False
43,74,2011-02-18,486.76,False
22,18,2011-12-23,49265.95,False
22,22,2011-02-11,12277.46,True
8,37,2012-03-23,2481.15,False
31,51,2011-04-15,9.0,False
14,38,2011-11-04,110944.61,False
8,38,2012-08-31,60044.63,False
45,3,2010-10-22,6245.98,False
39,13,2010-07-30,52987.14,False
35,71,2010-07-09,19413.62,False
8,59,2010-07-23,363.44,False
21,7,2011-10-07,15926.24,False
24,95,2012-02-03,87464.13,False
38,98,2012-07-06,5469.93,False
32,46,2011-02-11,23505.9,True
32,2,2012-05-11,49634.81,False
31,7,2010-06-04,26021.71,False
24,67,2012-03-02,7600.41,False
6,41,2012-01-20,914.97,False
30,59,2011-07-29,83.14,False
2,56,2011-08-26,873.88,False
31,20,2012-08-17,8244.86,False
1,71,2010-10-22,2197.26,False
19,92,2010-04-23,105817.67,False
3,27,2010-12-03,881.4,False
5,24,2010-08-20,2359.86,False
6,37,2012-03-23,3332.2,False
2,40,2010-04-16,81013.29,False
13,94,2010-03-26,69738.59,False
34,94,2012-07-13,42250.26,False
21,81,2012-08-10,5623.75,False
31,1,2012-08-03,13584.85,False
38,96,2012-06-08,14479.99,False
11,3,2011-04-15,11526.31,False
33,95,2010-08-20,24510.92,False
24,50,2011-11-04,1325.0,False
16,41,2010-03-05,2170.8,False
22,90,2011-01-07,21820.5,False
26,48,2012-02-24,1368.0,False
20,16,2010-07-09,58397.46,False
37,27,2011-08-19,16.44,False
24,17,2010-05-14,14410.82,False
13,27,2011-10-21,2673.33,False
29,54,2010-06-18,216.5,False
9,34,2010-11-26,7805.66,True
27,81,2010-11-05,28285.13,False
19,54,2012-02-24,14.88,False
4,74,2010-04-16,17896.89,False
2,94,2010-09-03,69152.42,False
19,49,2012-10-05,4842.93,False
8,44,2012-03-30,3164.01,False
39,16,2012-05-11,38257.54,False
20,94,2012-06-22,75301.65,False
45,67,2010-12-03,6350.54,False
37,83,2010-02-19,2985.33,False
30,6,2012-06-29,7.94,False
11,91,2010-02-05,46448.9,False
20,18,2010-08-27,40.0,False
7,56,2012-09-14,2458.75,False
14,59,2011-01-14,848.05,False
6,87,2012-07-20,45070.09,False
26,40,2012-08-24,40550.29,False
17,85,2011-10-07,3574.85,False
6,98,2012-03-09,11531.09,False
13,26,2011-04-15,12806.73,False
15,14,2012-09-07,8926.55,True
23,1,2011-01-07,16715.69,False
8,54,2011-05-27,52.0,False
41,52,2010-02-26,1519.58,False
6,58,2012-10-26,3185.0,False
9,79,2012-06-15,12834.36,False
14,42,2012-03-02,7895.11,False
5,92,2012-05-04,7894.41,False
22,3,2010-05-14,7087.24,False
38,21,2010-05-21,1056.33,False
45,7,2011-03-18,14827.0,False
6,12,2011-08-12,6865.92,False
2,49,2011-03-11,17735.08,False
2,26,2011-01-21,6098.7,False
1,22,2011-08-19,6672.27,False
17,19,2011-01-07,3422.91,False
36,14,2012-08-03,1162.45,False
3,91,2010-08-27,268.71,False
23,42,2011-09-02,12727.54,False
31,11,2011-09-23,8844.23,False
36,3,2010-02-12,2.28,True
19,74,2012-02-03,17264.4,False
45,54,2010-05-28,44.0,False
25,42,2010-06-25,5490.51,False
29,44,2011-03-04,1914.0,False
32,79,2011-06-10,16663.91,False
8,17,2010-07-09,6874.98,False
20,50,2010-12-10,2971.08,False
7,96,2012-04-06,2066.33,False
24,36,2012-02-17,1600.49,False
39,6,2010-03-26,5373.94,False
39,91,2010-09-24,56982.22,False
34,42,2010-12-03,3815.74,False
26,97,2012-05-11,18099.13,False
22,16,2012-10-12,5159.17,False
34,16,2011-07-01,25191.5,False
25,37,2012-03-23,3643.12,False
25,9,2012-02-24,8735.22,False
8,97,2012-03-23,15824.85,False
12,85,2011-12-02,2571.39,False
43,5,2011-09-23,310.38,False
23,28,2011-10-28,2594.85,False
29,23,2010-07-30,17736.48,False
7,79,2011-07-22,7621.62,False
19,38,2012-10-12,60637.92,False
25,87,2010-03-05,6448.98,False
37,96,2010-05-21,20271.0,False
6,5,2011-11-04,33162.14,False
31,27,2012-05-04,887.03,False
18,60,2011-12-09,378.4,False
32,51,2010-12-24,22.92,False
2,31,2012-02-24,3760.23,False
21,52,2012-03-30,2310.84,False
27,19,2011-11-18,1235.75,False
29,5,2012-06-01,6650.62,False
6,3,2011-06-10,12706.64,False
39,97,2012-02-24,23460.78,False
18,49,2012-01-06,12416.57,False
21,58,2010-08-20,3435.0,False
13,71,2010-05-14,8628.0,False
21,49,2010-12-31,12239.71,True
34,71,2011-12-02,2758.08,False
18,10,2012-08-17,14472.43,False
5,42,2010-05-28,2613.06,False
27,4,2010-05-07,44545.64,False
37,21,2010-10-08,1961.46,False
17,1,2012-04-27,17227.57,False
26,49,2012-04-27,4879.78,False
9,91,2011-03-18,563.46,False
31,72,2012-07-27,34494.0,False
43,13,2011-03-04,17687.45,False
15,11,2010-12-10,17191.4,False
3,67,2010-10-01,1653.94,False
3,44,2011-06-03,2017.07,False
8,87,2011-08-19,17473.16,False
20,50,2012-06-01,2453.0,False
18,2,2010-11-26,60587.71,True
35,2,2011-04-08,42813.22,False
31,23,2011-03-04,20360.72,False
44,90,2011-01-14,29673.89,False
27,23,2010-02-05,29901.43,False
40,92,2010-08-20,86028.09,False
18,4,2011-08-19,27198.94,False
21,90,2011-03-04,11922.31,False
15,94,2010-05-28,0.98,False
13,81,2012-07-20,37509.98,False
30,18,2010-11-26,66.2,True
9,10,2011-12-02,12093.47,False
10,1,2011-12-16,100775.8,False
18,14,2012-02-10,23820.52,True
9,12,2010-07-09,6288.32,False
38,52,2010-12-10,20.88,False
34,40,2010-10-29,38134.68,False
9,7,2010-10-22,8621.68,False
45,74,2010-06-25,9537.18,False
7,82,2011-03-04,9627.62,False
45,56,2010-12-31,127.26,True
21,49,2011-02-11,11298.52,True
11,59,2010-12-31,7194.48,True
28,59,2011-02-18,412.4,False
1,13,2010-05-21,38569.83,False
23,40,2011-05-20,59743.44,False
1,17,2010-06-18,8932.62,False
44,59,2011-08-26,90.82,False
42,79,2011-09-23,14390.99,False
17,93,2010-02-26,3284.59,False
24,95,2010-09-03,101954.07,False
23,23,2011-07-15,44683.08,False
25,95,2011-10-14,41979.58,False
44,85,2010-06-18,37.36,False
5,11,2011-02-25,6188.05,False
45,28,2011-08-26,245.64,False
41,74,2011-12-16,17695.83,False
18,74,2010-05-21,21793.78,False
23,8,2012-07-20,36310.13,False
26,12,2010-08-06,6479.15,False
17,35,2011-09-09,2150.86,True
24,26,2010-08-27,9789.28,False
11,21,2010-04-23,7882.52,False
38,4,2011-02-04,11282.99,False
4,98,2010-04-23,13334.72,False
28,45,2010-10-08,10.47,False
29,95,2011-03-04,28964.86,False
15,14,2012-09-28,10320.69,False
45,74,2011-11-18,9255.12,False
22,52,2011-04-22,1500.63,False
41,24,2012-05-25,4119.82,False
15,12,2010-06-25,4544.23,False
6,9,2010-09-17,49523.84,False
44,96,2012-01-13,2219.66,False
44,4,2011-11-04,7711.81,False
32,1,2010-10-15,24625.85,False
18,56,2012-06-08,10241.51,False
34,18,2012-05-18,0.75,False
12,34,2010-08-13,22277.3,False
